X,Y,z,Date,Location,Violation,Owed,Amount,Unnamed: 8,Unnamed: 9,Unnamed: 10
-8475059.519,5318676.21732293,24523517,2024-08-26 13:54:00+00:00,100 walnut pl,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,-76.132755,43.044031,101479
-8474751.721,5317899.11606923,24512367,2024-08-26 13:55:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.12999,43.038929,101481
-8474748.827,5317862.7148313,24512368,2024-08-26 13:56:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Collections,25,-76.129964,43.03869,101480
-8474741.146,5317855.0995275,24512369,2024-08-26 13:57:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Collections,25,-76.129895,43.03864,101482
-8475059.519,5318676.21732293,24523518,2024-08-26 13:57:00+00:00,100 walnut pl,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Void Approved,0,-76.132755,43.044031,101483
-8474741.146,5317855.0995275,24512370,2024-08-26 13:58:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129895,43.03864,101484
-8474747.713,5317851.90110175,24512371,2024-08-26 13:59:00+00:00,700 comstock ave,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,60,-76.129954,43.038619,101486
-8475059.519,5318676.21732293,24523519,2024-08-26 14:00:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Collections,25,-76.132755,43.044031,101487
-8474745.487,5317773.46386049,24512372,2024-08-26 14:01:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Collections,25,-76.129934,43.038104,101488
-8474751.053,5317767.21937054,24512373,2024-08-26 14:02:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Collections,25,-76.129984,43.038063,101489
-8475065.531,5318672.71397744,24523520,2024-08-26 14:03:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132809,43.044008,101490
-8474746.155,5317743.0029734,24512374,2024-08-26 14:03:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.12994,43.037904,101566
-8474742.036,5317735.08315902,24512375,2024-08-26 14:04:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129903,43.037852,101491
-8475068.314,5318654.43567447,24523521,2024-08-26 14:05:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132834,43.043888,101492
-8474740.923,5317727.62026314,24512376,2024-08-26 14:05:00+00:00,700 comstock ave,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Collections,25,-76.129893,43.037803,101493
-8475068.314,5318654.43567447,24523522,2024-08-26 14:06:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132834,43.043888,101495
-8474739.03,5317719.24355039,24512377,2024-08-26 14:07:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129876,43.037748,101496
-8474739.03,5317719.24355039,24512378,2024-08-26 14:07:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129876,43.037748,101497
-8474737.027,5317709.34380863,24512379,2024-08-26 14:08:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129858,43.037683,101498
-8475064.195,5318563.95860125,24523523,2024-08-26 14:08:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132797,43.043294,101500
-8475064.195,5318563.95860125,24523524,2024-08-26 14:09:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132797,43.043294,101504
-8475064.195,5318563.95860125,24523525,2024-08-26 14:10:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132797,43.043294,101502
-8475071.43,5318530.7534305,24523526,2024-08-26 14:11:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Collections,25,-76.132862,43.043076,101505
-8475067.98,5318523.13758228,24523527,2024-08-26 14:12:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132831,43.043026,101506
-8475067.98,5318523.13758228,24523528,2024-08-26 14:13:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132831,43.043026,101508
-8475107.108,5318278.51983894,24523529,2024-08-26 14:18:00+00:00,300 walnut pl,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.1331825,43.04142,101512
-8475107.108,5318278.51983894,24523530,2024-08-26 14:27:00+00:00,300 walnut pl,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,-76.1331825,43.04142,101520
-8475107.108,5318278.51983894,24523531,2024-08-26 14:30:00+00:00,300 walnut pl,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Collections,25,-76.1331825,43.04142,101526
-8475107.108,5318278.51983894,24523532,2024-08-26 14:33:00+00:00,300 walnut pl,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Collections,25,-76.1331825,43.04142,101533
-8475107.108,5318278.51983894,24523533,2024-08-26 14:34:00+00:00,300 walnut pl,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,-76.1331825,43.04142,101535
-8475107.108,5318278.51983894,24523534,2024-08-26 14:36:00+00:00,300 walnut pl,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.1331825,43.04142,101536
-8475107.108,5318278.51983894,24523536,2024-08-26 14:43:00+00:00,300 walnut pl,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Collections,25,-76.1331825,43.04142,101537
-8475107.108,5318278.51983894,24523535,2024-08-26 14:43:00+00:00,300 walnut pl,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Collections,25,-76.1331825,43.04142,101538
-8474845.118,5318847.4258942,24512395,2024-08-26 14:46:00+00:00,200 comstock ave,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,60,-76.130829,43.045155,101540
-8474845.118,5318847.4258942,24512396,2024-08-26 14:46:00+00:00,200 comstock ave,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.130829,43.045155,101541
-8474845.118,5318847.4258942,24512397,2024-08-26 14:47:00+00:00,200 comstock ave,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,60,-76.130829,43.045155,101542
-8474845.118,5318847.4258942,24512398,2024-08-26 14:47:00+00:00,200 comstock ave,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.130829,43.045155,101543
-8474845.118,5318847.4258942,24512399,2024-08-26 14:48:00+00:00,200 comstock ave,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,60,-76.130829,43.045155,101546
-8474845.118,5318847.4258942,24512400,2024-08-26 14:48:00+00:00,200 comstock ave,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.130829,43.045155,101547
,,SH22520,2024-08-26 14:48:00+00:00,800 university ave,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Void Approved,0,,,110960
-8474845.118,5318847.4258942,24512402,2024-08-26 14:49:00+00:00,200 comstock ave,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,60,-76.130829,43.045155,101548
-8474845.118,5318847.4258942,24512401,2024-08-26 14:49:00+00:00,200 comstock ave,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,25,-76.130829,43.045155,101549
-8474845.118,5318847.4258942,24512403,2024-08-26 14:49:00+00:00,200 comstock ave,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.130829,43.045155,101551
-8474845.118,5318847.4258942,24512404,2024-08-26 14:54:00+00:00,200 comstock ave,OBSTRUCTING TRAFFIC/ALL CO15-317,Collections,60,-76.130829,43.045155,101554
-8474845.118,5318847.4258942,24512405,2024-08-26 14:54:00+00:00,200 comstock ave,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Collections,25,-76.130829,43.045155,101557
-8474845.118,5318847.4258942,24512406,2024-08-26 14:55:00+00:00,200 comstock ave,OBSTRUCTING TRAFFIC/ALL CO15-317,Paid In Full,60,-76.130829,43.045155,101555
-8474845.118,5318847.4258942,24512407,2024-08-26 14:55:00+00:00,200 comstock ave,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.130829,43.045155,101556
-8474845.118,5318847.4258942,24512408,2024-08-26 14:56:00+00:00,200 comstock ave,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,60,-76.130829,43.045155,101558
,,SH22521,2024-08-26 14:56:00+00:00,100 marshall st,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Void Approved,0,,,110964
-8475016.995,5318175.09994183,24523547,2024-08-26 15:12:00+00:00,900 walnut ave,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,100,-76.132373,43.040741,101565
-8475006.865,5318220.64111042,24523548,2024-08-26 15:14:00+00:00,900 walnut ave,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25,-76.132282,43.04104,101567
,,418969D,2024-08-26 15:31:00+00:00,100 marshall st,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,100,,,107190
-8475278.93,5318236.02463224,418970D,2024-08-26 15:36:00+00:00,804 university ave,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,100,-76.134726,43.041141,107101
-8475278.93,5318236.02463224,418971D,2024-08-26 15:37:00+00:00,804 university ave,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,100,-76.134726,43.041141,108850
-8474695.839,5317834.38593254,418972D,2024-08-26 15:51:00+00:00,721 comstock ave,FIRE LANE/ALL TIMES CO15-316 (A)14,Collections,60,-76.129488,43.038504,108638
-8475278.93,5318236.02463224,350113D,2024-08-26 18:25:00+00:00,804 university ave,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Adjudicate 30 days Pay or Appeal,100,-76.134726,43.041141,108632
,,423877D,2024-08-26 20:06:00+00:00,100 comstock ave,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,,,108064
-8474845.118,5318847.4258942,423879D,2024-08-26 20:11:00+00:00,200 comstock ave,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.130829,43.045155,108073
-8474970.352,5318227.79977584,422797D,2024-08-27 09:13:00+00:00,905 walnut ave,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Adjudication Dismissed,0,-76.131954,43.041087,106152
-8475075.327,5318667.07816355,24523549,2024-08-27 09:23:00+00:00,100 walnut pl,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,-76.132897,43.043971,101602
-8475006.865,5318687.64128473,24523550,2024-08-27 09:28:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132282,43.044106,101615
-8475046.272,5318720.69469286,24523551,2024-08-27 09:31:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132636,43.044323,101621
-8475063.861,5318666.46888657,24523552,2024-08-27 09:33:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132794,43.043967,101627
-8475063.861,5318666.46888657,24523553,2024-08-27 09:35:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132794,43.043967,101632
-8475063.861,5318666.46888657,24523554,2024-08-27 09:37:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132794,43.043967,101639
-8475062.191,5318659.3098851,24523555,2024-08-27 09:39:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132779,43.04392,101648
-8475063.638,5318609.04471005,24592602,2024-08-27 09:40:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Collections,25,-76.132792,43.04359,101649
-8475058.072,5318603.40893456,24592603,2024-08-27 09:42:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132742,43.043553,101652
-8475063.972,5318602.95197993,24523556,2024-08-27 09:42:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132795,43.04355,101657
-8475058.072,5318603.40893456,24592604,2024-08-27 09:43:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132742,43.043553,101655
-8475052.729,5318541.26331123,24592605,2024-08-27 09:43:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132694,43.043145,101659
-8475067.646,5318533.9520886,24592606,2024-08-27 09:44:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132828,43.043097,101658
-8475062.636,5318593.5082561,24523557,2024-08-27 09:44:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132783,43.043488,101660
-8475067.646,5318533.9520886,24592607,2024-08-27 09:45:00+00:00,100 walnut pl,UNINSPECTED/ ALL TIMES VTL 306-B,Collections,25,-76.132828,43.043097,101661
-8475067.646,5318533.9520886,24592608,2024-08-27 09:45:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Collections,25,-76.132828,43.043097,101664
-8475067.646,5318533.9520886,24592609,2024-08-27 09:46:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Collections,25,-76.132828,43.043097,101663
-8475062.636,5318593.5082561,24523558,2024-08-27 09:47:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132783,43.043488,101665
-8475055.846,5318546.59441467,24523559,2024-08-27 09:49:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132722,43.04318,101668
-8475055.846,5318546.59441467,24523560,2024-08-27 09:51:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132722,43.04318,101670
-8475061.412,5318540.19709091,24523561,2024-08-27 09:53:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132772,43.043138,101671
-8475061.634,5318494.34973209,24523562,2024-08-27 09:55:00+00:00,100 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.132774,43.042837,101676
-8475090.076,5318437.53587528,24592610,2024-08-27 09:57:00+00:00,200 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.1330295,43.042464,101682
-8475090.076,5318437.53587528,24592611,2024-08-27 09:58:00+00:00,200 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.1330295,43.042464,101685
-8475090.076,5318437.53587528,24592612,2024-08-27 10:00:00+00:00,200 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.1330295,43.042464,101686
-8475107.108,5318278.51983894,24523563,2024-08-27 10:00:00+00:00,300 walnut pl,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Collections,25,-76.1331825,43.04142,101687
-8475107.108,5318278.51983894,24523564,2024-08-27 10:00:00+00:00,300 walnut pl,UNINSPECTED/ ALL TIMES VTL 306-B,Collections,25,-76.1331825,43.04142,101689
-8475107.108,5318278.51983894,24523565,2024-08-27 10:00:00+00:00,300 walnut pl,PRKD 12 IN FROM CURB/ALL CO15-301,Collections,25,-76.1331825,43.04142,101690
-8475090.076,5318437.53587528,24592613,2024-08-27 10:00:00+00:00,200 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.1330295,43.042464,101691
-8475107.108,5318278.51983894,24523566,2024-08-27 10:02:00+00:00,300 walnut pl,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.1331825,43.04142,101693
-8475090.076,5318437.53587528,24592614,2024-08-27 10:02:00+00:00,200 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.1330295,43.042464,101694
-8475090.076,5318437.53587528,24592615,2024-08-27 10:03:00+00:00,200 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.1330295,43.042464,101697
-8475107.108,5318278.51983894,24523567,2024-08-27 10:03:00+00:00,300 walnut pl,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.1331825,43.04142,101699
-8475090.076,5318437.53587528,24592616,2024-08-27 10:04:00+00:00,200 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Adjudicate 30 days Pay or Appeal,25,-76.1330295,43.042464,101700
-8475107.108,5318278.51983894,24592617,2024-08-27 10:05:00+00:00,300 walnut pl,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.1331825,43.04142,101702
-8475107.108,5318278.51983894,24592618,2024-08-27 10:07:00+00:00,300 walnut pl,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.1331825,43.04142,101705
-8475107.108,5318278.51983894,24523568,2024-08-27 10:08:00+00:00,300 walnut pl,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,-76.1331825,43.04142,101704
-8475107.108,5318278.51983894,24592619,2024-08-27 10:10:00+00:00,300 walnut pl,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.1331825,43.04142,101706
-8475107.108,5318278.51983894,24523569,2024-08-27 10:10:00+00:00,300 walnut pl,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.1331825,43.04142,101707
-8475107.108,5318278.51983894,24592620,2024-08-27 10:13:00+00:00,300 walnut pl,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.1331825,43.04142,101709
-8475006.865,5318168.55056125,24523570,2024-08-27 10:17:00+00:00,900 walnut ave,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,100,-76.132282,43.040698,101715
-8474997.96,5318179.51696853,24523571,2024-08-27 10:18:00+00:00,900 walnut ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Collections,25,-76.132202,43.04077,101718
-8475014.435,5318191.2449461,24523572,2024-08-27 10:20:00+00:00,900 walnut ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Collections,25,-76.13235,43.040847,101721
-8474643.24,5318274.40739113,422798D,2024-08-27 10:20:00+00:00,422 marshall st,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.1290155,43.041393,106159
-8475004.639,5318262.83162184,24523573,2024-08-27 10:24:00+00:00,900 walnut ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Collections,25,-76.132262,43.041317,101726
-8474997.96,5318265.87787553,24523574,2024-08-27 10:26:00+00:00,900 walnut ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.132202,43.041337,101729
-8474997.96,5318265.87787553,24523575,2024-08-27 10:27:00+00:00,900 walnut ave,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,-76.132202,43.041337,101731
-8474997.96,5318265.87787553,24523576,2024-08-27 10:30:00+00:00,900 walnut ave,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,-76.132202,43.041337,101732
,,447402D,2024-08-27 10:30:00+00:00,400 marshall st,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Collections,25,,,106157
,,447403D,2024-08-27 10:30:00+00:00,400 marshall st,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Collections,25,,,106163
-8474997.96,5318265.87787553,24523577,2024-08-27 10:33:00+00:00,900 walnut ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Void Approved,0,-76.132202,43.041337,101735
-8474997.96,5318265.87787553,24523578,2024-08-27 10:35:00+00:00,900 walnut ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.132202,43.041337,101736
-8475224.161,5318303.95613038,24600024,2024-08-27 11:21:00+00:00,200 marshall st,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Paid In Full,60,-76.134234,43.041587,101776
-8474855.248,5318873.62534732,24600025,2024-08-27 12:53:00+00:00,1000 marshall st,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.13092,43.045327,101817
-8474892.317,5318888.70529842,24600026,2024-08-27 12:58:00+00:00,1000 marshall st,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.131253,43.045426,101819
-8474893.765,5318881.69844943,24600027,2024-08-27 13:01:00+00:00,1000 marshall st,ODD/EVEN PARKING APR-OCT CO15-318 (A)2,Paid In Full,25,-76.131266,43.04538,101822
-8474957.328,5318401.89411462,447404D,2024-08-27 13:05:00+00:00,803  walnut ave,PRKD BLOCKING DRVWY/ALL CO15-316 (A)2,Collections,60,-76.131837,43.04223,106166
-8475455.705,5318321.77680695,24512456,2024-08-27 13:48:00+00:00,100 marshall st,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,-76.136314,43.041704,101851
-8475408.172,5318315.22732357,24512457,2024-08-27 13:49:00+00:00,100 marshall st,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,-76.135887,43.041661,101852
-8475431.438,5318312.94262115,24592623,2024-08-27 13:50:00+00:00,100 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.136096,43.041646,101853
-8475399.044,5318315.98889117,24512458,2024-08-27 13:51:00+00:00,100 marshall st,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,-76.135805,43.041666,101854
-8475393.589,5318348.12710039,24592624,2024-08-27 13:51:00+00:00,100 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.135756,43.041877,101855
-8475387.133,5318341.42528461,24592625,2024-08-27 13:52:00+00:00,100 marshall st,PARKED IN LOADING ZONE/ALL CO15-329,Collections,25,-76.135698,43.041833,101860
-8475387.133,5318341.42528461,24592626,2024-08-27 13:52:00+00:00,100 marshall st,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Collections,60,-76.135698,43.041833,101861
-8475384.016,5318321.77680695,24592627,2024-08-27 13:55:00+00:00,100 marshall st,OVERTIME PRKNG  MON-SAT 8AM-8PM CO15-383,Paid In Full,25,-76.13567,43.041704,101863
-8475384.016,5318321.77680695,24592628,2024-08-27 13:55:00+00:00,100 marshall st,NONE/ONE LICENSE PLATE/ALL VTL402-1,Paid In Full,25,-76.13567,43.041704,101864
-8475378.784,5318315.07501006,24592629,2024-08-27 13:56:00+00:00,100 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.135623,43.04166,101866
-8475378.784,5318315.07501006,24592630,2024-08-27 13:57:00+00:00,100 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Collections,25,-76.135623,43.04166,101867
-8474738.919,5317683.60452913,24505452,2024-08-27 14:03:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129875,43.037514,101871
-8474738.919,5317683.60452913,24505453,2024-08-27 14:04:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129875,43.037514,101872
-8475311.881,5318312.02874034,24592631,2024-08-27 14:05:00+00:00,100 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.135022,43.04164,101874
-8474738.474,5317690.91508652,24505454,2024-08-27 14:05:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129871,43.037562,101876
-8475311.101,5318304.56538372,24592632,2024-08-27 14:06:00+00:00,100 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Collections,25,-76.135015,43.041591,101877
-8474738.474,5317690.91508652,24505455,2024-08-27 14:06:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129871,43.037562,101878
-8475311.101,5318304.56538372,24592633,2024-08-27 14:07:00+00:00,100 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.135015,43.041591,101879
-8475301.528,5318298.7774786,24512459,2024-08-27 14:07:00+00:00,100 marshall st,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.134929,43.041553,101880
-8474739.03,5317698.22564962,24505456,2024-08-27 14:07:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129876,43.03761,101881
-8474739.03,5317698.22564962,24505457,2024-08-27 14:08:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129876,43.03761,101882
-8475304.2,5318304.41307038,24592634,2024-08-27 14:09:00+00:00,100 marshall st,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Paid In Full,100,-76.134953,43.04159,101883
-8474738.474,5317705.68852201,24505458,2024-08-27 14:09:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Collections,25,-76.129871,43.037659,101884
-8474743.372,5317760.97488477,24505459,2024-08-27 14:10:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129915,43.038022,101885
-8474744.374,5317773.46386049,24505460,2024-08-27 14:12:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129924,43.038104,101886
-8474744.374,5317773.46386049,24505461,2024-08-27 14:12:00+00:00,700 comstock ave,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,-76.129924,43.038104,101887
-8475273.921,5318432.05251863,24592635,2024-08-27 14:12:00+00:00,700 university ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.134681,43.042428,101909
-8474744.374,5317773.46386049,24505462,2024-08-27 14:14:00+00:00,700 comstock ave,FIRE HYDRANT/ALL TIMES CO15-316 (A)4,Collections,60,-76.129924,43.038104,101889
-8474744.374,5317773.46386049,24505463,2024-08-27 14:14:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Collections,25,-76.129924,43.038104,101891
-8474744.374,5317773.46386049,24505464,2024-08-27 14:16:00+00:00,700 comstock ave,OVERTIME PRKNG MON-SAT 9AM-6PM CO15-383,Paid In Full,25,-76.129924,43.038104,101893
